FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
"Tostitos - Original Restaurant Style, 3 oz (28g/About 7 chips)",420,57g,21g,6g,0mg,345mg,0g,3g
Lunch,,,,,,,,
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"Shepherds Pie - Shepherds Pie, 340 g",410,7g,37g,21g,75mg,890mg,#NAME?,2g
"A'viands - White Chicken Pizza, 0.5 Slice",155,16g,6g,10g,23mg,256mg,1g,1g
Dinner,,,,,,,,
"Hello Fresh - Figgy Balsamic Pork, 1 Plate",540,56g,22g,40g,110mg,310mg,20g,8g
Snacks,,,,,,,,
"Klondike - Dark Chocolate Bar, 1 bar",250,28g,14g,2g,10mg,50mg,21g,1g
"Pepperidge Farm - Goldfish 120 Calorie Pouch - Colors, 1 pouch",120,17g,5g,3g,5mg,190mg,0g,0g
"Nestle - Crunch, 0.3 bar",66,9g,3g,1g,2mg,18mg,7g,0g
TOTAL:,"2,164",210g,121g,88g,225mg,"2,384mg",55g,18g
21-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Lunch,,,,,,,,
"Shepherds Pie - Shepherds Pie, 340 g",410,7g,37g,21g,75mg,890mg,#NAME?,2g
Dinner,,,,,,,,
"Blue Apron - Spaghetti & Meatballs /corrected, 1/4 Meal Kit Prepared",770,73g,29g,38g,145mg,320mg,7g,6g
Snacks,,,,,,,,
"Klondike - Dark Chocolate Bar, 1 bar",250,28g,14g,2g,10mg,50mg,21g,1g
"Pepperidge Farm - Goldfish 120 Calorie Pouch - Colors, 1 pouch",120,17g,5g,3g,5mg,190mg,0g,0g
"Nestle - Crunch, 0.3 bar",66,9g,3g,1g,2mg,18mg,7g,0g
"Tostitos - Salsa Con Queso, 5 Tbsp",100,13g,6g,3g,13mg,700mg,3g,3g
"Tostitos Multigrain Scoops - Multigrain Chips, 2 oz/28 g (about 12 chips)",280,34g,14g,4g,0mg,220mg,2g,4g
TOTAL:,"1,996",181g,108g,72g,250mg,"2,388mg",40g,16g
22-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Lunch,,,,,,,,
"Blue Apron - Spaghetti & Meatballs /corrected, 1/4 Meal Kit Prepared",770,73g,29g,38g,145mg,320mg,7g,6g
Dinner,,,,,,,,
"Ling Ling Pot Sticker - Pot Sticker, 15 Pot Stickers",780,117g,21g,36g,105mg,"1,800mg",12g,6g
TOTAL:,"1,550",190g,50g,74g,250mg,"2,120mg",19g,12g
23-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Tostitos - Original Restaurant Style, 2 oz (28g/About 7 chips)",280,38g,14g,4g,0mg,230mg,0g,2g
"Sabra - Hummus- Roasted Garlic, 5 tbsp (28g)",175,13g,13g,5g,0mg,325mg,0g,3g
"Klondike - Crunch Bar, 1 bar",250,29g,14g,3g,10mg,70mg,23g,1g
Lunch,,,,,,,,
"Ling Ling Pot Sticker - Pot Sticker, 10 Pot Stickers",520,78g,14g,24g,70mg,"1,200mg",8g,4g
Dinner,,,,,,,,
"Mcdonald's - New Signature Sauce, 2 container",200,6g,18g,0g,20mg,360mg,4g,0g
"Mcdonald's medium fries - Medium Fries, 1 cup",380,48g,19g,4g,0mg,270mg,0g,5g
"Mcdonald's - Nuggets, 20 piece",940,60g,60g,44g,130mg,"1,800mg",0g,4g
Snacks,,,,,,,,
"Lays - Dill Pickle Chips, 51 chips",480,45g,30g,6g,0mg,630mg,0g,3g
TOTAL:,"3,225",317g,182g,90g,230mg,"4,885mg",35g,22g
24-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Scrambled Eggs, 1.5 serving(s)",327,3g,27g,18g,523mg,"1,270mg",2g,0g
Lunch,,,,,,,,
"California. Roll - California Roll, 15 piece",638,95g,18g,23g,0mg,0mg,0g,15g
Dinner,,,,,,,,
"Tomato Sandwich, 1 serving(s)",392,41g,22g,11g,10mg,619mg,8g,7g
Snacks,,,,,,,,
"key lime pie - Pie, 1 slice",450,52g,22g,6g,50mg,310mg,46g,0g
TOTAL:,"1,807",191g,89g,58g,583mg,"2,199mg",56g,22g
25-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Lunch,,,,,,,,
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"Tuscan Garden - quartered marinated artichoke hearts, 20.0 gram",17,1g,1g,1g,0mg,67mg,0g,1g
"Aldi's Savoritz - Club House Crackers, 8 (Crackers) (14g)",140,18g,6g,2g,0mg,250mg,2g,0g
"Specialty Selected Smoked Gouda Cheese - Smoked Gouda Cheese, 2 oz",220,0g,18g,14g,60mg,520mg,#NAME?,#NAME?
Dinner,,,,,,,,
"Pasta and Beans, 1.5 serving(s)","1,018",152g,25g,40g,0mg,"1,521mg",3g,23g
Snacks,,,,,,,,
"elevation - protien powder, 49 grams",170,8g,3g,30g,80mg,85mg,2g,0g
"Value Corner - Low Fat Milk (1%), 1 cup",110,13g,3g,9g,15mg,140mg,12g,0g
TOTAL:,"1,703",199g,56g,96g,155mg,"2,583mg",25g,24g
26-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Pasta and Beans, 1 serving(s)",684,103g,17g,27g,0mg,"1,046mg",3g,16g
Lunch,,,,,,,,
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"Pasta and Beans, 0.5 serving(s)",342,51g,8g,14g,0mg,523mg,1g,8g
Dinner,,,,,,,,
"Specialty Selected Smoked Gouda Cheese - Smoked Gouda Cheese, 0.9 oz",99,0g,8g,6g,27mg,234mg,#NAME?,#NAME?
"Simply Nature (Corrected) - Oat So Healthy Honey Oat Bread, 1 slice (45g)",110,22g,1g,5g,0mg,190mg,4g,5g
"Tropical Smoothie, 1 serving(s)",546,95g,6g,39g,90mg,171mg,62g,12g
TOTAL:,"1,809",278g,40g,91g,117mg,"2,164mg",76g,41g
27-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Egg, whole, cooked, fried, 2 large",180,1g,14g,13g,369mg,190mg,0g,0g
"Flik - Sauteed Kale, Garlic, 0.5 cup",115,15g,5g,7g,0mg,65mg,0g,3g
"Old tyme - Honey Wheat Bread, 2 slice",160,30g,2g,6g,0mg,260mg,6g,2g
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
Dinner,,,,,,,,
"Old tyme - Honey Wheat Bread, 1 slice",80,15g,1g,3g,0mg,130mg,3g,1g
"Pasta e Fagioli, 1 serving(s)",618,69g,25g,26g,25mg,546mg,8g,7g
"Sugar - Sugar, 2 teaspoon",30,8g,0g,0g,0mg,0mg,8g,0g
"Oranges - Orange, 1 c",62,15g,0g,1g,0mg,0mg,12g,3g
TOTAL:,"1,273",160g,47g,56g,394mg,"1,191mg",43g,16g
28-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Pasta e Fagioli, 1 serving(s)",618,69g,25g,26g,25mg,546mg,8g,7g
Lunch,,,,,,,,
"Tropical Smoothie, 1 serving(s)",546,95g,6g,39g,90mg,171mg,62g,12g
Dinner,,,,,,,,
"Pasta e Fagioli, 1 serving(s)",618,69g,25g,26g,25mg,546mg,8g,7g
Snacks,,,,,,,,
"Specialty Selected Smoked Gouda Cheese - Smoked Gouda Cheese, 1 oz",110,0g,9g,7g,30mg,260mg,#NAME?,#NAME?
"Aldi's Savoritz - Club House Crackers, 5 (Crackers) (14g)",88,11g,4g,1g,0mg,156mg,1g,0g
"Bookbinders - whole grain mustard , 2 tsp",10,0g,0g,0g,0mg,100mg,0g,0g
TOTAL:,"1,990",244g,69g,99g,170mg,"1,779mg",79g,26g
29-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Pasta e Fagioli, 1 serving(s)",618,69g,25g,26g,25mg,546mg,8g,7g
Lunch,,,,,,,,
"Tropical Smoothie, 1 serving(s)",546,95g,6g,39g,90mg,171mg,62g,12g
Dinner,,,,,,,,
"Schwan's - Chicken Wings, 12 pieces",570,54g,27g,30g,75mg,"1,380mg",18g,0g
Snacks,,,,,,,,
"Kraft - Mac and Cheese Bowl, 1 cup",220,40g,4g,6g,5mg,470mg,6g,1g
TOTAL:,"1,954",258g,62g,101g,195mg,"2,567mg",94g,20g
30-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Lunch,,,,,,,,
"Chipotle - Chicken Burrito Bowl, 2 Bowl","1,250",120g,45g,99g,310mg,"2,850mg",9g,33g
Dinner,,,,,,,,
"Teaism - Bubble Tea, 12 oz",300,15g,15g,#NAME?,#NAME?,#NAME?,8g,#NAME?
TOTAL:,"1,550",135g,60g,99g,310mg,"2,850mg",17g,33g
31-Mar-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Lunch,,,,,,,,
"Kimchi - Kimchi, 0.4 cup",28,3g,0g,1g,0mg,20mg,1g,1g
"Homemade - Egg, 1 egg",70,0g,5g,6g,185mg,70mg,0g,0g
"Fried Rice, 1 serving(s)",459,88g,10g,8g,0mg,667mg,10g,2g
Dinner,,,,,,,,
"California. Roll - California Roll, 18 piece",765,114g,21g,27g,0mg,0mg,0g,17g
Snacks,,,,,,,,
"Cheese - Gouda, 1 oz",101,1g,8g,7g,32mg,232mg,1g,0g
TOTAL:,"1,423",206g,44g,49g,217mg,989mg,12g,20g
1-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Lunch,,,,,,,,
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"Tropical Smoothie, 1 serving(s)",546,95g,6g,39g,90mg,171mg,62g,12g
"Albertson's - Sushi, 12 rolls",270,6g,9g,6g,#NAME?,420mg,#NAME?,#NAME?
Dinner,,,,,,,,
"Giant - Grated Parmesean Cheese, 3 Tbsp (5g)",44,0g,3g,4g,10mg,152mg,0g,0g
"Old tyme - Honey Wheat Bread, 2 slice",160,30g,2g,6g,0mg,260mg,6g,2g
"Pasta e Fagioli, 1 serving(s)",618,69g,25g,26g,25mg,546mg,8g,7g
Snacks,,,,,,,,
"Edy's - Slow Churned 1/2 the Fat Mint Chocolate Chip Ice Cream (Single Serving Size)-correct, 1 Container (99g)",180,30g,5g,4g,10mg,65mg,21g,0g
TOTAL:,"1,846",237g,50g,85g,135mg,"1,614mg",103g,21g
2-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Rx Bar - Mint Chocolate Protein Bar, 1 bar (52g)",210,23g,9g,12g,0mg,190mg,13g,5g
"Pasta e Fagioli, 0.25 serving(s)",155,17g,6g,6g,6mg,136mg,2g,2g
Lunch,,,,,,,,
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"Pasta e Fagioli, 0.75 serving(s)",464,52g,19g,19g,19mg,409mg,6g,5g
Dinner,,,,,,,,
"Pasta e Fagioli, 0.75 serving(s)",464,52g,19g,19g,19mg,409mg,6g,5g
"Tropical Smoothie, 1 serving(s)",546,95g,6g,39g,90mg,171mg,62g,12g
Snacks,,,,,,,,
"Planters - Peanuts - Dry Roasted Lightly Salted With Sea Salt, 1 oz. (28g/about 39 pieces)",170,5g,14g,7g,0mg,75mg,1g,2g
"Homemade - Egg, 1 egg",70,0g,5g,6g,185mg,70mg,0g,0g
"Pink Lady Apple - Pink Lady Apple, 1 Medium",72,19g,0g,0g,0mg,1mg,14g,3g
"Simply Nature - Organic Peanut Butter, 3 tbsp (32g)",300,11g,26g,12g,0mg,158mg,2g,5g
"Old tyme - Honey Wheat Bread, 1 slice",80,15g,1g,3g,0mg,130mg,3g,1g
TOTAL:,"2,559",296g,105g,123g,319mg,"1,749mg",115g,40g
3-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Cholula - Chili Garlic, 1 TSP (5g)",0,0g,0g,0g,0mg,100mg,#NAME?,#NAME?
"Giant - Grated Parmesean Cheese, 1.5 Tbsp (5g)",22,0g,2g,2g,5mg,76mg,0g,0g
"Homemade - Egg, 1 egg",70,0g,5g,6g,185mg,70mg,0g,0g
"Pasta e Fagioli, 1 serving(s)",618,69g,25g,26g,25mg,546mg,8g,7g
Lunch,,,,,,,,
"Cider - Apple Cider, 8 fl oz",120,30g,0g,0g,0mg,60mg,30g,0g
"Pasta e Fagioli, 1 serving(s)",618,69g,25g,26g,25mg,546mg,8g,7g
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
Dinner,,,,,,,,
"Pink Lady Apple - Pink Lady Apple, 1 Medium",72,19g,0g,0g,0mg,1mg,14g,3g
"Sushi Fried Rice, 1 serving(s)",392,54g,14g,12g,143mg,829mg,9g,4g
TOTAL:,"1,940",248g,71g,72g,383mg,"2,228mg",75g,21g
4-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Sushi Fried Rice, 1 serving(s)",392,54g,14g,12g,143mg,829mg,9g,4g
Lunch,,,,,,,,
"Tropical Smoothie, 1 serving(s)",546,95g,6g,39g,90mg,171mg,62g,12g
Dinner,,,,,,,,
"Pan Pasta, 1 serving(s)",410,62g,15g,12g,15mg,181mg,5g,5g
"Giant - Grated Parmesean Cheese, 1.5 Tbsp (5g)",22,0g,2g,2g,5mg,76mg,0g,0g
"Bookbinders - whole grain mustard , 2 tsp",10,0g,0g,0g,0mg,100mg,0g,0g
"Spinach - Raw, 0.5 cup",3,1g,0g,0g,0mg,12mg,0g,0g
"Old tyme - Honey Wheat Bread, 2 slice",160,30g,2g,6g,0mg,260mg,6g,2g
"Homemade - Egg, 1 egg",70,0g,5g,6g,185mg,70mg,0g,0g
"Cholula - Chili Garlic, 0.5 TSP (5g)",0,0g,0g,0g,0mg,50mg,#NAME?,#NAME?
TOTAL:,"1,613",242g,44g,77g,438mg,"1,749mg",82g,23g
5-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Butter - Salted, 1 pat (1"" sq, 1/3"" high)",36,0g,4g,0g,11mg,29mg,0g,0g
"Kirkland - Olive Oil, 0.5 tbsp",63,0g,7g,0g,0mg,0mg,0g,0g
"Kale, raw, 1 cup, chopped",33,6g,1g,3g,0mg,25mg,2g,2g
"Simply Nature (Corrected) - Oat So Healthy Honey Oat Bread, 1 slice (45g)",110,22g,1g,5g,0mg,190mg,4g,5g
Dinner,,,,,,,,
"Homemade - Lemon Vinaigrette Dressing, 2 Tablespoons",125,3g,13g,0g,0mg,125mg,0g,0g
"Organic - Spring Mix Salad, 3 cups",30,5g,0g,3g,0mg,75mg,2g,2g
"Mcdonald's - New Signature Sauce, 2 container",200,6g,18g,0g,20mg,360mg,4g,0g
"Mcdonald's - French Fries Medium, 1 Serving",340,44g,16g,4g,0mg,230mg,0g,4g
"Big Mac - Big Mac, 0.5 Container",275,23g,15g,13g,38mg,485mg,5g,2g
"Mcdonald's - 10 Chicken Mcnuggets, 2 container",940,60g,60g,44g,130mg,"1,800mg",0g,4g
Snacks,,,,,,,,
"Jelly Belly - Gourmet Jelly Beans, 70 Jelly Beans (40g)",280,74g,0g,0g,#NAME?,20mg,56g,#NAME?
"Starburst Jelly Beans - Jelly Beans, 27 pieces (40g)",140,34g,0g,0g,0mg,0mg,27g,0g
TOTAL:,"2,572",277g,135g,72g,199mg,"3,339mg",100g,19g
6-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Kroger - Snickerdoodle, 2 cookies",160,44g,16g,2g,20mg,260mg,12g,0g
"Cookies - Brownies, 1 oz",115,18g,5g,1g,5mg,88mg,10g,1g
"Clementine - Citrus, 1 fruit",35,9g,0g,0g,0mg,1mg,7g,1g
"Bananas, raw, 1 medium (7"" to 7-7/8"" long)",105,27g,0g,1g,0mg,1mg,14g,3g
Lunch,,,,,,,,
"Shawarma - Chicken Shawarma, 1 wrap",430,45g,9g,39g,85mg,500mg,3g,3g
"Tomato Sandwich, 0.75 serving(s)",294,30g,17g,8g,8mg,465mg,6g,5g
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
Dinner,,,,,,,,
"Food Club - Macaroni and Cheese, 0.5 container (3 cups ea.)",600,74g,11g,14g,8mg,915mg,8g,3g
Snacks,,,,,,,,
"Wholesome - Agave, 1 tbsp",60,16g,0g,0g,0mg,0mg,16g,0g
"Subway - Unsweetened Iced Tea, 2.63 cup",0,0g,0g,0g,0mg,0mg,0g,0g
"Breyer's - 2 in 1 Reese's with Reese's Pieces, 118 grams",280,38g,12g,6g,20mg,130mg,28g,2g
TOTAL:,"2,107",308g,70g,71g,146mg,"2,360mg",110g,18g
7-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Breyer's - 2 in 1 Reese's with Reese's Pieces, 4.2 ounce",283,38g,12g,6g,20mg,131mg,28g,2g
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"spring mix - Spring Mix, 0.1 bag",2,0g,0g,0g,0mg,10mg,0g,0g
"Bookbinders - whole grain mustard , 2 tsp",10,0g,0g,0g,0mg,100mg,0g,0g
"Homemade - Egg, 1 egg",70,0g,5g,6g,185mg,70mg,0g,0g
"Old tyme - Honey Wheat Bread, 2 slice",160,30g,2g,6g,0mg,260mg,6g,2g
Lunch,,,,,,,,
"Aldi Southern Grove - Mixed Nuts, 0.25 c",190,5g,16g,7g,0mg,115mg,1g,1g
Dinner,,,,,,,,
"Baked Veggies, 1 serving(s)",179,17g,11g,8g,0mg,460mg,8g,8g
"Oil - Olive, 0.5 tablespoon",60,0g,7g,0g,0mg,0mg,0g,0g
"Cheese, feta, 0.75 oz(s)",56,1g,5g,3g,19mg,195mg,1g,0g
"Quinoa - Quinoa Homemade, 0.5 cup",111,20g,2g,4g,0mg,7mg,0g,3g
"Tilapia - Tilapia, 4 oz",100,0g,3g,20g,40mg,75mg,0g,0g
Snacks,,,,,,,,
"Breyer's - 2 in 1 Reese's with Reese's Pieces, 4.2 ounce",283,38g,12g,6g,20mg,131mg,28g,2g
TOTAL:,"1,532",156g,75g,66g,284mg,"1,554mg",78g,18g
8-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Lunch,,,,,,,,
"Tomato Sandwich, 1 serving(s)",412,47g,22g,11g,10mg,619mg,10g,11g
"Tropical Smoothie, 1 serving(s)",546,95g,6g,39g,90mg,171mg,62g,12g
"Aldi Southern Grove - Mixed Nuts, 0.25 c",190,5g,16g,7g,0mg,115mg,1g,1g
Dinner,,,,,,,,
"Baked Veggies, 1 serving(s)",179,17g,11g,8g,0mg,460mg,8g,8g
"Oil - Olive, 0.5 tablespoon",60,0g,7g,0g,0mg,0mg,0g,0g
"Cheese, feta, 0.75 oz(s)",56,1g,5g,3g,19mg,195mg,1g,0g
"Quinoa - Quinoa Homemade, 0.5 cup",111,20g,2g,4g,0mg,7mg,0g,3g
"Tilapia - Tilapia, 4 oz",100,0g,3g,20g,40mg,75mg,0g,0g
Snacks,,,,,,,,
"Aldi - Specially Selected - Sea Salt Pita Chips, 28 g",130,18g,5g,4g,0mg,260mg,0g,1g
"Natural - Orange, 1 orange",62,15g,0g,1g,0mg,0mg,12g,3g
"Breyer's - 2 in 1 Reese's with Reese's Pieces, 2.1 ounce",141,19g,6g,3g,10mg,66mg,14g,1g
TOTAL:,"1,987",237g,83g,100g,169mg,"1,968mg",108g,40g
9-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Celestial Seasonings - Jammin' Lemon Ginger, 1 Tea Bag",0,0g,0g,0g,0mg,0mg,0g,0g
Lunch,,,,,,,,
"Aldi Southern Grove - Mixed Nuts, 0.25 c",190,5g,16g,7g,0mg,115mg,1g,1g
"Cholula - Chili Garlic, 0.5 TSP (5g)",0,0g,0g,0g,0mg,50mg,#NAME?,#NAME?
"Baked Veggies, 1 serving(s)",179,17g,11g,8g,0mg,460mg,8g,8g
"Oil - Olive, 0.5 tablespoon",60,0g,7g,0g,0mg,0mg,0g,0g
"Cheese, feta, 0.75 oz(s)",56,1g,5g,3g,19mg,195mg,1g,0g
"Quinoa - Quinoa Homemade, 0.5 cup",111,20g,2g,4g,0mg,7mg,0g,3g
"Tilapia - Tilapia, 4 oz",100,0g,3g,20g,40mg,75mg,0g,0g
Dinner,,,,,,,,
"Tropical Smoothie, 1 serving(s)",546,95g,6g,39g,90mg,171mg,62g,12g
"Organic - Spring Mix Salad, 0.5 cups",5,1g,0g,1g,0mg,13mg,0g,0g
"Tomato Sandwich, 1 serving(s)",412,47g,22g,11g,10mg,619mg,10g,11g
Snacks,,,,,,,,
"Jelly Belly - Gourmet Jelly Beans, 61.95 Jelly Beans (40g)",248,65g,0g,0g,#NAME?,18mg,50g,#NAME?
"Aldi - Specially Selected - Sea Salt Pita Chips, 56 g",260,36g,10g,8g,0mg,520mg,0g,2g
TOTAL:,"2,167",287g,82g,101g,159mg,"2,243mg",132g,37g
10-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Organic - Spring Mix Salad, 2 cups",20,3g,0g,2g,0mg,50mg,1g,1g
"salt - Kosher Salt, 0.25 tsp.",0,0g,0g,0g,0mg,280mg,0g,0g
"Egg - Egg, 2 large",143,1g,10g,13g,372mg,142mg,0g,0g
"Oil - Olive, 0.5 tablespoon",60,0g,7g,0g,0mg,0mg,0g,0g
"Zucchini - Cooked, 1 squash",29,6g,0g,1g,0mg,4mg,4g,2g
"Onion - Onion, 0.5 onion (medium)",20,5g,0g,1g,0mg,2mg,2g,1g
"Simply Nature (Corrected) - Oat So Healthy Honey Oat Bread, 2 slice (45g)",220,44g,2g,10g,0mg,380mg,8g,10g
Lunch,,,,,,,,
"Fruit - Honeycrisp Apple, 192.5 g (medium)",100,28g,0g,0g,0mg,0mg,21g,6g
Dinner,,,,,,,,
